Sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
158,0.50736254,0.5869173,0.5635077,0.38109338,0.59584475,0.51582724,0.40044314,0.5419726,0.60067254,0.411664,0.4816239,0.4361432,0.5315393,0.3660609,0.4970289,0.37084436,0.47975528,0.5952839,0.3787578,0.5392456,0.33433944,0.41807744,0.52806807,0.35889143,0.4417386,0.502462,0.4791963,0.6408109,0.59403783,0.39864954,0.49290168,0.4113784,0.418008,0.5198896,0.44579872,0.30991843,0.39600185,0.53868455,0.42384195,0.51480734,0.59061325,0.52024984,0.47081646,0.3810789,0.5296457,0.37984365,0.4331004,0.48967054,0.52687573,0.5453961,0.45336077,0.47080094,0.3994503,0.3994492,0.42287058,0.3911134,0.45368838,0.42788625,0.44284874,0.52892303,0.51219267,0.42037362,0.536302,0.44138074,0.58694255,0.5007687,0.36737233,0.65941024,0.57317257,0.47993606,0.51609993,0.6204521,0.5503277,0.58269376,0.37055296,0.59787476,0.50849223,0.37588963,0.4355809,0.41018495,0.48410374,0.3701772,0.43786088,0.50095993,0.48954624,0.54316175,0.34628958,0.4443999,0.36740258,0.30584708,0.5779121,0.5530584,0.5646343,0.34284666,0.5080924,0.64573014,0.5732347,0.41115052,0.5204789,0.37678427
159,0.39945054,0.56031597,0.62353337,0.27370423,0.6638107,0.58661807,0.4372558,0.5003977,0.759377,0.40724972,0.3997449,0.45029283,0.47805718,0.46805686,0.61308587,0.37117377,0.6412649,0.6594202,0.37098533,0.3894788,0.32205635,0.53466976,0.43394282,0.42205608,0.54042184,0.49656078,0.5575383,0.6790012,0.67903936,0.53867257,0.542132,0.42196655,0.52209973,0.45094302,0.3831577,0.4045955,0.4632183,0.66947407,0.47647542,0.5318146,0.5147165,0.5060068,0.5284861,0.4277388,0.50936866,0.43928802,0.5111875,0.67204833,0.7062934,0.5925342,0.44731545,0.48288098,0.5397148,0.36643773,0.3477955,0.5604904,0.4865207,0.5050576,0.50150305,0.6553761,0.6060467,0.4095887,0.5927907,0.5930216,0.6013157,0.43698063,0.38137233,0.6405207,0.5528329,0.3914435,0.4330815,0.6082612,0.48606202,0.5822736,0.40751493,0.57572603,0.5724325,0.439923,0.41003966,0.44854528,0.6869836,0.34225428,0.43627134,0.54478574,0.40288162,0.5878807,0.42291868,0.39759383,0.35662857,0.4439527,0.5774642,0.47954905,0.52980024,0.46428132,0.53867567,0.66346115,0.4637856,0.46022162,0.53900504,0.57208157
160,0.41042554,0.39901915,0.32854772,0.28319257,0.34111828,0.26518214,0.31817302,0.35999346,0.39328182,0.4612436,0.33467394,0.33124095,0.37648198,0.31604427,0.40289253,0.32305712,0.26993135,0.37915048,0.43370348,0.30891618,0.4718839,0.29596996,0.33955103,0.46184587,0.3431278,0.2567981,0.4051335,0.3704691,0.38770026,0.30574137,0.2942868,0.2705152,0.3234306,0.5056148,0.49409103,0.33471167,0.3027693,0.3697647,0.345506,0.3898459,0.27190894,0.3894899,0.27426028,0.30604398,0.44117138,0.3120541,0.3203172,0.28283498,0.2973266,0.2652314,0.36408967,0.41597217,0.51944184,0.37769783,0.31564978,0.36243427,0.35681444,0.40431252,0.3775649,0.3316581,0.25557566,0.40375045,0.28358006,0.415435,0.27827054,0.38697383,0.529825,0.3580715,0.43718916,0.2919048,0.4086126,0.23235273,0.40598506,0.29553008,0.38565573,0.35127583,0.4256062,0.3219547,0.5061127,0.36281976,0.29167166,0.4596567,0.4156689,0.36383697,0.40456474,0.28473455,0.29151765,0.29248017,0.40348768,0.29786557,0.35699785,0.3313768,0.415497,0.34979722,0.37243134,0.2617932,0.38250053,0.32705587,0.38063818,0.2776484
161,0.46123084,0.52708125,0.42563915,0.47347498,0.44330433,0.51610667,0.4482571,0.48834604,0.4796983,0.40716112,0.39027888,0.44547507,0.44208783,0.44037965,0.37271303,0.42769992,0.40279794,0.4600105,0.5246436,0.43678975,0.39691558,0.44118738,0.5158566,0.4371585,0.46935144,0.5475194,0.41334772,0.5618918,0.4958387,0.46756437,0.45210254,0.40021664,0.5313761,0.43962193,0.41594058,0.44351727,0.47686675,0.5092623,0.3709517,0.51074517,0.53941846,0.45940673,0.5490025,0.46769065,0.52619696,0.536657,0.4434518,0.4100802,0.57192767,0.48242676,0.4878987,0.4187727,0.46309525,0.492347,0.47730887,0.50016403,0.43193877,0.41077274,0.44618705,0.48281962,0.43922415,0.4678023,0.4848839,0.4668857,0.5809792,0.4651729,0.41350675,0.5819868,0.42684257,0.4617687,0.47635806,0.52341837,0.5188651,0.5138893,0.3960071,0.5276052,0.4796754,0.4761147,0.45213526,0.47004905,0.45885283,0.42848247,0.43681002,0.53690606,0.47649077,0.46035537,0.4710834,0.42288798,0.44922853,0.36738107,0.5080093,0.5392759,0.5882404,0.51577777,0.52422214,0.50369525,0.50241375,0.5161748,0.5386247,0.37111217
162,0.6625481,0.64228517,0.43005776,0.23938833,0.47645965,0.5854529,0.5539197,0.3568321,0.42305738,0.45634526,0.56102514,0.690431,0.29338437,0.70814633,0.3408268,0.6011707,0.42629123,0.3971778,0.66694915,0.59535766,0.501424,0.7284875,0.47166198,0.6839314,0.32528168,0.5381534,0.66149044,0.37597072,0.6776941,0.6662796,0.4835962,0.23092377,0.4624259,0.69995457,0.4730838,0.66737866,0.6175074,0.63855326,0.601626,0.6465132,0.4821117,0.5886251,0.4626351,0.5051938,0.42147553,0.49737236,0.6640217,0.37336203,0.6410737,0.45858872,0.48832917,0.34458983,0.5509084,0.62718725,0.4615274,0.5941011,0.7002511,0.3746842,0.67997444,0.47078598,0.66594654,0.62282926,0.5359448,0.33866388,0.4754036,0.35429147,0.555706,0.32668883,0.45331785,0.544531,0.61625457,0.3983686,0.4838112,0.67582345,0.42052054,0.7025181,0.43689907,0.4335998,0.485659,0.5234673,0.39330262,0.32366872,0.6208091,0.48747045,0.5772635,0.41324228,0.6234015,0.579914,0.58647823,0.36169803,0.5224049,0.71096027,0.64173245,0.65171117,0.6998131,0.37127978,0.37043998,0.5460581,0.59667754,0.5758006
163,0.40958416,0.38786012,0.5682713,0.57003856,0.51672536,0.33514452,0.40798473,0.37823546,0.54685843,0.43116736,0.4491721,0.35553363,0.41205364,0.43162468,0.4619022,0.39599687,0.5085649,0.45753586,0.43724686,0.36214736,0.5401416,0.44684395,0.34669715,0.5314618,0.4847828,0.29186368,0.4434716,0.53464967,0.41317976,0.5511828,0.3121637,0.32379255,0.33483604,0.44101858,0.666052,0.47933844,0.36170563,0.45848113,0.44641975,0.32143253,0.42315528,0.38884485,0.45869514,0.4444909,0.2623196,0.37363136,0.4489541,0.502234,0.33532405,0.26446658,0.45398545,0.5705608,0.33377028,0.31227958,0.3275429,0.31978267,0.49883044,0.44097048,0.39808905,0.39377022,0.4312384,0.46642166,0.36974323,0.4887544,0.3900288,0.322276,0.38716948,0.4088242,0.4316951,0.31883878,0.36915615,0.3302558,0.36831546,0.3110199,0.4869333,0.4275388,0.43413347,0.4601526,0.44603068,0.3623228,0.47098947,0.51891154,0.46529922,0.34788543,0.34030828,0.49788368,0.47551674,0.36246172,0.30769673,0.37201804,0.44971216,0.29546237,0.23850526,0.45720166,0.43410417,0.3882991,0.40357223,0.3660643,0.42666835,0.53092
164,0.5511613,0.4140156,0.41579223,0.25483504,0.37562495,0.34787947,0.38381577,0.38121188,0.38399345,0.5352193,0.5403707,0.50746775,0.43712756,0.36134464,0.4101925,0.38703984,0.44480357,0.35809124,0.34849608,0.4231906,0.41174644,0.31814158,0.5021295,0.34409505,0.3151296,0.4030842,0.48125225,0.28267917,0.42887253,0.36112684,0.4174294,0.46583748,0.31626362,0.5882533,0.46121797,0.34450403,0.37313962,0.3549546,0.4372784,0.48752546,0.43993482,0.44128665,0.23105013,0.33960688,0.5388593,0.36442637,0.37563163,0.3242655,0.3694987,0.4721402,0.34526688,0.38697797,0.50776184,0.5344414,0.4768835,0.2976836,0.37165004,0.4985972,0.4089628,0.36614668,0.2796147,0.410448,0.43027002,0.38211423,0.34647375,0.46384895,0.62228787,0.45839208,0.548002,0.43609858,0.49431345,0.3026814,0.51598775,0.5053198,0.38800827,0.3639053,0.4985094,0.29967022,0.58654344,0.32075518,0.3066502,0.56418264,0.517254,0.41550872,0.49819347,0.4131958,0.35555983,0.36807147,0.46307632,0.39688796,0.3359599,0.37848866,0.4545632,0.32369608,0.38035935,0.41286826,0.41906524,0.42209148,0.33779648,0.3276475
165,0.5127023,0.51619875,0.53563005,0.6771257,0.47459567,0.48765022,0.50548816,0.5981656,0.5636554,0.5980018,0.53589916,0.42278033,0.6325761,0.4947226,0.4717789,0.53921795,0.4895872,0.47118163,0.54421574,0.4972885,0.52063507,0.48631275,0.5078527,0.4024768,0.47833744,0.53735,0.43903667,0.5259026,0.5011258,0.45919457,0.6170211,0.604227,0.45486015,0.44279855,0.5548753,0.48102695,0.60437155,0.438605,0.4719679,0.50502086,0.601484,0.46992987,0.62179506,0.50472915,0.60542727,0.5952525,0.4603906,0.51870245,0.48435217,0.605644,0.54060507,0.5734589,0.4643417,0.53323126,0.558946,0.47693038,0.53737617,0.5355708,0.42288405,0.49375483,0.5360411,0.47585347,0.5054805,0.5199624,0.6203369,0.54536456,0.49080533,0.56073457,0.52698874,0.57130206,0.5216504,0.656782,0.5692184,0.5695138,0.55657196,0.44807687,0.48908222,0.59991574,0.4511721,0.5095645,0.5577359,0.4970366,0.506939,0.5480237,0.5559517,0.57520145,0.45999932,0.523698,0.52265763,0.5772059,0.60000086,0.59585017,0.5075826,0.43327615,0.4314916,0.64133453,0.5818735,0.56023026,0.5356895,0.45214495
166,0.6297861,0.41628677,0.41301507,0.22311348,0.53012943,0.61568594,0.5852222,0.3978696,0.30792832,0.44855458,0.7552467,0.7450924,0.30876085,0.56782675,0.34146333,0.6425743,0.6352538,0.3407193,0.48895466,0.6943009,0.46493155,0.5572995,0.5883567,0.5311035,0.4356352,0.6094779,0.6526166,0.2473871,0.43481463,0.6571086,0.5006141,0.42599344,0.48184162,0.6904019,0.43849903,0.6357383,0.5301628,0.50349885,0.58599967,0.5506195,0.6334657,0.62675166,0.40079194,0.55439883,0.42166334,0.4517067,0.5710139,0.50336295,0.47898293,0.5245991,0.42297962,0.3692561,0.47044516,0.6460136,0.55546343,0.46200052,0.58694243,0.5128268,0.6466816,0.52826387,0.64355266,0.57686234,0.66667295,0.37434492,0.35266066,0.4646671,0.6125344,0.3967288,0.52997553,0.6420306,0.5835717,0.45119995,0.551647,0.6667714,0.4890929,0.5079224,0.48935294,0.39285195,0.6125181,0.43479353,0.47908276,0.52896106,0.5504608,0.44183815,0.5366166,0.5017072,0.70709133,0.565357,0.5128009,0.43382066,0.41452998,0.5118949,0.5299977,0.5930389,0.6141813,0.5013597,0.38561463,0.5252947,0.4181124,0.53140074
167,0.34216344,0.41524553,0.5357014,0.52810335,0.54437923,0.5345205,0.5890045,0.5919814,0.5847555,0.4470682,0.42808014,0.5194287,0.52058613,0.51803505,0.5639905,0.49390137,0.6441276,0.47757584,0.46123213,0.47352725,0.48590738,0.53068304,0.48972273,0.562395,0.605644,0.5689138,0.45119798,0.52717924,0.45444536,0.591955,0.5770293,0.6060182,0.67021346,0.42703527,0.41597486,0.56123286,0.55848646,0.51893115,0.4334708,0.48958308,0.56664884,0.4414904,0.60070395,0.57084835,0.5110911,0.5766296,0.46565592,0.6367942,0.5999688,0.50314975,0.52052975,0.5080265,0.5835946,0.5181562,0.48175693,0.65082073,0.4719373,0.6248125,0.5171274,0.63160884,0.5312898,0.47041556,0.5344498,0.53485715,0.55153155,0.4718967,0.45536834,0.51734596,0.44361675,0.4499135,0.41979748,0.54661906,0.47938722,0.43016154,0.54286605,0.47092286,0.510227,0.660431,0.47910902,0.51266587,0.62920713,0.48938182,0.44457865,0.5633773,0.4037689,0.56576526,0.6386163,0.41071257,0.48701084,0.6082464,0.52598155,0.4072857,0.4783982,0.5981884,0.50603503,0.5704855,0.50840145,0.5844643,0.5239496,0.56554794
168,0.3591184,0.23997164,0.33357114,0.45860654,0.33435285,0.19523689,0.41921717,0.32193124,0.2803465,0.47494376,0.33787847,0.23991048,0.32890055,0.26024973,0.2764055,0.33453813,0.34007025,0.2591771,0.3981135,0.24689937,0.46630216,0.24337962,0.32328853,0.3254199,0.40608227,0.2471896,0.30876982,0.46219397,0.14899434,0.36256343,0.27491164,0.3149392,0.34294215,0.32240528,0.519109,0.42284656,0.3905736,0.23722994,0.33535683,0.26493782,0.3253887,0.36241832,0.3406554,0.3049936,0.3594026,0.37758106,0.30154097,0.35970294,0.15825748,0.18294692,0.36235332,0.5169114,0.3221389,0.25023633,0.3551532,0.29145765,0.30046082,0.3666752,0.2361826,0.17518069,0.24080932,0.4632656,0.26702914,0.42989022,0.22728077,0.38547975,0.46323788,0.37056726,0.2996686,0.32550246,0.28510925,0.24500555,0.3518688,0.21431449,0.4260547,0.19650778,0.3078562,0.35482484,0.42230892,0.29735965,0.3107612,0.51287174,0.3422545,0.35914654,0.3475111,0.3890012,0.32801092,0.37922692,0.37900364,0.35053298,0.30783457,0.2487975,0.2575816,0.35043532,0.31717813,0.2775789,0.38692218,0.28497827,0.31707102,0.36198488
169,0.5516058,0.54041326,0.43891883,0.53657985,0.46082336,0.5099181,0.6150825,0.47857136,0.36353248,0.44880497,0.5602826,0.55998945,0.41444683,0.55700153,0.32670432,0.60385996,0.46806604,0.4013912,0.59924746,0.6093209,0.5404265,0.5690595,0.54402304,0.591061,0.44205263,0.5296873,0.5038186,0.4417259,0.43954557,0.6077269,0.47380644,0.4029341,0.53120464,0.5977497,0.53589046,0.5786272,0.5874635,0.48409206,0.48931515,0.58233845,0.56877124,0.5417233,0.54484713,0.5783168,0.43399316,0.5453315,0.4963315,0.442931,0.48597306,0.40707093,0.54758143,0.47149485,0.40835539,0.5619003,0.52914023,0.5200064,0.5952858,0.40437666,0.50170815,0.46571952,0.5448296,0.54732275,0.48153996,0.41570103,0.48598436,0.4598205,0.479881,0.45618916,0.3881926,0.5785955,0.53486377,0.49783403,0.4989357,0.5449995,0.5095146,0.51316315,0.41139457,0.51880676,0.4704519,0.52764267,0.4572295,0.47009385,0.5135193,0.48539448,0.5694606,0.46558595,0.62148404,0.5529612,0.5273287,0.43278787,0.49382728,0.61348355,0.49740344,0.6124358,0.5452476,0.4408763,0.47952127,0.499195,0.5703546,0.44936705
170,0.44365114,0.42870396,0.5893116,0.466824,0.62541103,0.50937414,0.5545387,0.5263836,0.6655922,0.5487422,0.47354275,0.51563525,0.49420747,0.5442753,0.55889964,0.5171436,0.6588044,0.53210735,0.46794468,0.38536727,0.5077431,0.539212,0.44531873,0.52446693,0.5474106,0.5528096,0.5605911,0.51340693,0.52746546,0.6248837,0.580351,0.55914026,0.54585826,0.44530118,0.4744525,0.5771503,0.5943427,0.5434929,0.49449334,0.5449909,0.5500789,0.45569354,0.5595859,0.5520646,0.4867311,0.5777122,0.5208909,0.6691422,0.61785555,0.58293253,0.5098839,0.5486806,0.571246,0.52154624,0.4554593,0.6089252,0.5562884,0.5869889,0.48117912,0.5978297,0.6048998,0.5177348,0.5124663,0.5795676,0.56545615,0.46401402,0.5272078,0.5093125,0.4691154,0.46356273,0.4410463,0.5249466,0.48892447,0.51216483,0.5871264,0.46461755,0.5405731,0.60870326,0.45819473,0.4698611,0.65222275,0.47937262,0.51181006,0.5440191,0.4668769,0.58485484,0.5770384,0.4779927,0.49087936,0.62754166,0.52664524,0.48675466,0.4382063,0.55977213,0.50005275,0.6411368,0.47845012,0.5646446,0.49924466,0.6429117
171,0.5037163,0.49425834,0.52619183,0.7210995,0.53977,0.49380392,0.59577847,0.62658733,0.59295166,0.6310253,0.5433972,0.53215647,0.5815512,0.5679642,0.46119672,0.5998881,0.57347655,0.4074971,0.5784315,0.5243661,0.59239054,0.5038872,0.5423227,0.50065124,0.5410584,0.59367216,0.49193949,0.48728138,0.41897252,0.5500225,0.6307782,0.64127743,0.51378566,0.46688864,0.5396877,0.5785303,0.6652483,0.4948934,0.5017668,0.55590236,0.6372968,0.49420613,0.64660484,0.6076939,0.59220994,0.63006073,0.4763843,0.56293815,0.53009355,0.5947944,0.5861117,0.5921182,0.49859822,0.6372193,0.57959396,0.5310453,0.55796313,0.5515671,0.4647618,0.5133552,0.5705733,0.5645529,0.50573134,0.56796736,0.6487433,0.54857606,0.5057952,0.56822073,0.51964945,0.56972635,0.52889824,0.59961784,0.59063476,0.5137335,0.67651093,0.401925,0.52627546,0.64132667,0.497334,0.5215899,0.5618225,0.5692663,0.6005018,0.5198382,0.56058365,0.64260197,0.6320643,0.56420225,0.56656724,0.65886676,0.59913623,0.5936776,0.48046935,0.5832124,0.46323103,0.6429262,0.58338034,0.63167316,0.5101048,0.55422795
172,0.5326253,0.5986646,0.39087912,0.5121429,0.4854613,0.5387169,0.5934372,0.47499654,0.31690428,0.5954746,0.6310157,0.65648174,0.41439077,0.54749787,0.25887835,0.68936443,0.522343,0.40837073,0.64824426,0.62364614,0.44002986,0.57568944,0.57729316,0.59689134,0.4273602,0.6403705,0.509474,0.39660048,0.43333793,0.6667744,0.5665307,0.45502824,0.51643664,0.6591432,0.50967574,0.6589793,0.6434339,0.51548314,0.57968146,0.69306666,0.61757135,0.6331084,0.55712074,0.582379,0.54920816,0.55026287,0.6678171,0.41068506,0.53953063,0.48790127,0.5021503,0.49637234,0.43714353,0.61713874,0.5291461,0.5326066,0.6346782,0.44297463,0.60360813,0.4742174,0.6087636,0.62961805,0.5175067,0.43028873,0.44624138,0.51418453,0.56367475,0.48565865,0.4639738,0.6565427,0.6479506,0.5119328,0.57523155,0.64721036,0.53166515,0.48407733,0.4576951,0.5258591,0.45269972,0.57214284,0.4874857,0.49341327,0.6136547,0.5322195,0.65464985,0.4920261,0.5908286,0.6234416,0.6040193,0.46314812,0.46577847,0.6956308,0.56283224,0.6576607,0.5939108,0.43181333,0.5096557,0.5494609,0.5640511,0.46688724
173,0.49415907,0.4952934,0.5314791,0.46984363,0.5841839,0.56410176,0.5815989,0.40782326,0.43659917,0.47015738,0.5183065,0.5058191,0.43924314,0.5373508,0.439207,0.49264914,0.5710694,0.5408364,0.5130675,0.48696646,0.50857705,0.5873847,0.5070224,0.5409138,0.5043063,0.53891313,0.50077677,0.5391671,0.49458352,0.62861717,0.5098793,0.38525665,0.5193006,0.4924662,0.541378,0.57737744,0.58038986,0.5615481,0.5349908,0.541208,0.52345777,0.5456873,0.56747067,0.5027813,0.40648943,0.5212804,0.6016393,0.53910303,0.5657631,0.52359116,0.44018382,0.4466185,0.5149283,0.4769952,0.4617414,0.55727315,0.55358446,0.4316882,0.5284674,0.52526045,0.57509685,0.5411497,0.54097897,0.4935269,0.5220976,0.4110087,0.44350618,0.47574604,0.4178235,0.49016738,0.48917675,0.53450876,0.46376818,0.5384983,0.49981368,0.5431485,0.48542202,0.47028416,0.37060857,0.52373785,0.5629714,0.39974535,0.5102055,0.51143837,0.5391811,0.50374705,0.5063066,0.58104056,0.5048374,0.4233571,0.50108004,0.5588516,0.483611,0.52245384,0.53293276,0.49735725,0.43225414,0.5006082,0.53047836,0.61501133
174,0.52324784,0.5473622,0.41169024,0.5449743,0.549802,0.4290384,0.582512,0.33693767,0.31146342,0.48874906,0.5129945,0.42721194,0.38523343,0.4653858,0.30892015,0.50208324,0.39137816,0.525755,0.5288615,0.48952496,0.5285476,0.58651614,0.47948498,0.5434598,0.44474483,0.4332267,0.47887185,0.51130307,0.43455684,0.5752425,0.37388495,0.26703447,0.44484097,0.49260187,0.5645339,0.5141065,0.5259497,0.526537,0.43830884,0.503815,0.41622448,0.5232267,0.43558162,0.4318753,0.28249168,0.47326386,0.5788596,0.37002158,0.43492585,0.43233383,0.51943326,0.46155414,0.38456476,0.38987577,0.37398386,0.4621057,0.61889595,0.29533586,0.53371453,0.4016009,0.49300474,0.5691185,0.36308587,0.46736586,0.39074057,0.44607037,0.4544717,0.34686798,0.3800233,0.47978485,0.48504525,0.41156656,0.39585492,0.43658817,0.50959,0.4422608,0.3452479,0.38623482,0.33321714,0.469428,0.45922768,0.36748433,0.490825,0.4397576,0.58522785,0.46216837,0.4308961,0.57107484,0.5113288,0.34711003,0.43089676,0.61614573,0.42237538,0.51369387,0.48292232,0.32344595,0.43040928,0.35129374,0.49424192,0.5243356
175,0.43308455,0.38442427,0.54174316,0.56149364,0.52614594,0.38385147,0.4813612,0.39536476,0.43596688,0.4185521,0.42016527,0.25066912,0.42808068,0.32167828,0.4807484,0.37491214,0.43157738,0.47791874,0.4485179,0.4402649,0.4735201,0.4141482,0.38819963,0.48898524,0.50870156,0.32894146,0.37464404,0.6299436,0.38312268,0.46887997,0.27635017,0.34531516,0.43201673,0.4571486,0.60809696,0.45939538,0.33756465,0.3983318,0.4073313,0.19880614,0.4098763,0.39056188,0.42026404,0.3921637,0.28959882,0.43957007,0.38187283,0.53892815,0.236323,0.31089276,0.46934187,0.52251345,0.3877051,0.3100397,0.4625311,0.2764753,0.4037555,0.3749062,0.3584066,0.32829338,0.45549017,0.4764576,0.377894,0.4290938,0.33582044,0.43968517,0.39947814,0.4332464,0.42649686,0.37447804,0.3541845,0.48526537,0.34165847,0.36329523,0.43674272,0.45993143,0.37674668,0.37715846,0.40303195,0.41617727,0.42662904,0.48814857,0.31551254,0.39049202,0.34813052,0.49757266,0.3587708,0.40743232,0.39778,0.32204056,0.48059833,0.36213416,0.38989404,0.3992443,0.44865233,0.35572985,0.491392,0.31301826,0.4267177,0.47990173
176,0.6134444,0.46605626,0.57068515,0.6430155,0.5377456,0.51119894,0.5163403,0.6857512,0.5277426,0.66279244,0.6385101,0.5292702,0.65243995,0.5308017,0.5434782,0.56648904,0.5197239,0.52782995,0.6454699,0.6229733,0.7484325,0.49472836,0.5582404,0.5595043,0.5333934,0.49120054,0.53992105,0.44083273,0.4931596,0.5022758,0.6619005,0.4604584,0.39008886,0.5404465,0.68056786,0.54454404,0.56116295,0.5001739,0.5341197,0.49420595,0.5978602,0.53701997,0.6257291,0.60254896,0.55723184,0.5303178,0.47474757,0.49765676,0.46259755,0.5988915,0.62202084,0.5680165,0.48502564,0.54867625,0.5792135,0.53289664,0.5871135,0.50042176,0.5021613,0.45400876,0.6072026,0.61983454,0.36060268,0.51317203,0.64284134,0.67483664,0.55722356,0.47982013,0.5720197,0.50599873,0.55428076,0.5852014,0.62747836,0.57178426,0.66569465,0.48959708,0.4577698,0.56283677,0.44144076,0.54318875,0.59313846,0.53647625,0.6055461,0.41100562,0.71775794,0.59489787,0.4683634,0.666645,0.48886615,0.579649,0.6183667,0.6023943,0.49692053,0.484111,0.5192617,0.60955226,0.6341884,0.58298385,0.5926057,0.4629038
177,0.638384,0.5032514,0.52712876,0.5982348,0.5921637,0.62597466,0.5737706,0.57914126,0.3976147,0.5827812,0.78483784,0.662233,0.57785434,0.51896197,0.39214665,0.5974192,0.5819379,0.43438655,0.58391607,0.72096694,0.5402965,0.4664276,0.6205962,0.46635562,0.50101215,0.5973032,0.5734327,0.44707996,0.35727805,0.4284438,0.6089345,0.5384494,0.43187642,0.6096711,0.5318243,0.5678298,0.6084249,0.46646732,0.4484802,0.5495739,0.7074313,0.6270895,0.5379847,0.54910636,0.66097975,0.5475321,0.5690148,0.52308977,0.4191959,0.68711853,0.6231817,0.52076375,0.41091642,0.631423,0.62529796,0.40259117,0.5918547,0.44228125,0.4899061,0.52920747,0.5682298,0.510453,0.59394324,0.41289625,0.54231673,0.5999658,0.59051776,0.5850456,0.5520886,0.7247872,0.6105958,0.5973983,0.6479145,0.5696907,0.49290258,0.40738988,0.42507416,0.5312301,0.56683624,0.5433507,0.5263739,0.719988,0.56550395,0.48322093,0.7204081,0.539328,0.53449225,0.6884813,0.60950243,0.6035794,0.4834808,0.6016668,0.6159853,0.48293287,0.44352913,0.66986334,0.67654103,0.5440826,0.528909,0.48594797
178,0.40589184,0.4172763,0.5152767,0.4842844,0.56165695,0.55182993,0.6033958,0.54441583,0.5654074,0.49293527,0.44135317,0.58007455,0.4216913,0.567217,0.4737613,0.55482894,0.6247668,0.43360883,0.49818575,0.4550255,0.49200487,0.59361184,0.47186032,0.54741246,0.5412051,0.59221494,0.4906849,0.49116254,0.48131973,0.64742994,0.5692855,0.51643574,0.5752628,0.458654,0.44188163,0.62889683,0.60291165,0.50428104,0.49097973,0.5299318,0.5462017,0.47204137,0.60324854,0.57020974,0.45567656,0.57537085,0.5178863,0.59174776,0.62370104,0.5126418,0.4958045,0.432486,0.56054413,0.562249,0.51090175,0.62008214,0.5227653,0.555812,0.4996435,0.57399035,0.5631323,0.51172817,0.51288134,0.50656784,0.55582887,0.44530886,0.4646564,0.502761,0.42035332,0.46106553,0.4585025,0.504165,0.4570839,0.5195867,0.5514206,0.48416913,0.49492443,0.630782,0.45778012,0.49431193,0.60014206,0.39529362,0.49032387,0.5521009,0.42882192,0.5850489,0.65179855,0.46473348,0.5025502,0.5729638,0.5257262,0.47969818,0.4673304,0.60870814,0.5425168,0.5738341,0.46391016,0.5832257,0.5230629,0.6325724
179,0.4959641,0.4408541,0.45487034,0.34198177,0.54057693,0.5674368,0.5397357,0.4854323,0.43180412,0.43311962,0.5958886,0.6214192,0.39479363,0.5546922,0.38926488,0.5804458,0.60705,0.36139977,0.46743566,0.5761701,0.4767158,0.53392124,0.5297767,0.5246552,0.45981124,0.5777899,0.5384361,0.36743623,0.43648183,0.61559427,0.53678787,0.45823765,0.56487334,0.5554075,0.40096086,0.5713154,0.54342735,0.5217085,0.48401803,0.50963277,0.5992178,0.5294825,0.4991704,0.57044125,0.50977135,0.51678383,0.5032165,0.548933,0.55714035,0.50940216,0.44789675,0.39719167,0.4968173,0.6079015,0.52161777,0.5670154,0.50422883,0.5424682,0.5656987,0.5528381,0.57822406,0.5372685,0.59630877,0.42519113,0.4729337,0.45215085,0.5364374,0.49406707,0.47310746,0.5570072,0.5238,0.4734027,0.5360222,0.5469899,0.48203737,0.45810118,0.50574505,0.5343584,0.5273744,0.47592232,0.531831,0.51489973,0.5398561,0.49774808,0.4772761,0.49914718,0.66892374,0.48898,0.49640054,0.4984283,0.45399344,0.4753056,0.533213,0.5991428,0.5426727,0.5232302,0.438376,0.57006574,0.46307126,0.52206933
180,0.5794456,0.49671763,0.5362073,0.66832936,0.5241834,0.52196157,0.54388905,0.55575293,0.48841187,0.67716634,0.67081577,0.5543121,0.5635783,0.47808695,0.38874263,0.58313715,0.55880433,0.37741232,0.51291394,0.5620216,0.53304654,0.43743032,0.5344512,0.36985716,0.50589395,0.5797108,0.5348933,0.43861943,0.40333492,0.48624372,0.6185537,0.5877285,0.4732104,0.47704735,0.5248242,0.5393916,0.6309217,0.44548208,0.43374556,0.5528357,0.64648306,0.5499854,0.56720257,0.54004073,0.57966864,0.56530833,0.48764396,0.47032687,0.48198658,0.57379824,0.55369294,0.5253836,0.43951035,0.572536,0.56834567,0.44530317,0.5162022,0.4578386,0.4525523,0.4485871,0.5765939,0.5418974,0.5164398,0.47693664,0.6089277,0.5783415,0.55689895,0.59329486,0.49761975,0.5927526,0.5433273,0.60243464,0.636358,0.56125677,0.5901544,0.36665365,0.50858736,0.5769782,0.5024143,0.49023217,0.53465486,0.6296199,0.57197696,0.5640724,0.6308027,0.5940716,0.5468163,0.6286183,0.5432465,0.643564,0.55126405,0.581391,0.5005327,0.51803553,0.4038204,0.64109325,0.5918293,0.58150285,0.5000454,0.47714874
