Sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
C8-A134,0.6206334,0.44436795,0.9024837,0.72450703,0.12273666,0.7783922,0.4804039,0.69119906,0.88986635,0.92204684,0.23959216,0.7236693,0.6325834,0.58501506,0.06335988,0.90842885,0.74307835,0.4123105,0.6693815,0.75082916,0.15034387,0.20486277,0.1415714,0.90751183,0.6692033,0.42003477,0.57403225,0.11166464,0.61564934,0.53689516,0.852422,0.5482229,0.12242763,0.34470257,0.34357536,0.5075764,0.28520963,0.62138295,0.30859858,0.5453942,0.25509712,0.104040086,0.5739612,0.10648507,0.7761537,0.77826095,0.92992365,0.803761,0.22026421,0.3272963,0.86744213,0.8304628,0.9555581,0.5367383,0.17933795,0.51917803,0.71446615,0.1110268,0.274353,0.81017995,0.6104495,0.3528232,0.28104174,0.91576743,0.17889912,0.8835198,0.70650154,0.27549508,0.21600606,0.44565195,0.1884857,0.632458,0.63579106,0.34988317,0.71145564,0.16889286,0.45184165,0.27931944,0.22214329,0.6154439,0.7173016,0.60798997,0.78278506,0.15896289,0.9098389,0.7295339,0.6752113,0.5155196,0.1441203,0.42886692,0.8041463,0.5154365,0.9283711,0.4787739,0.8329072,0.74715304,0.1507526,0.5708017,0.23213881,0.84480226
C8-A135,0.6276815,0.30837882,0.13511983,0.12622906,0.85947526,0.5468757,0.7860926,0.6367252,0.34127492,0.15233637,0.4751654,0.515905,0.8208057,0.7863021,0.61657834,0.62321275,0.5946415,0.7869549,0.47397107,0.37948143,0.30528226,0.21775049,0.8475501,0.3266263,0.8605881,0.92886615,0.29682705,0.2797364,0.07617745,0.7264731,0.6734546,0.8020092,0.5429793,0.16860846,0.6092309,0.19316655,0.31716034,0.13854226,0.6169655,0.44435805,0.720765,0.79933894,0.84547263,0.4201001,0.8685662,0.42329887,0.16557926,0.75104743,0.71938145,0.37738764,0.45244285,0.9391395,0.26930276,0.48165572,0.58971274,0.8302459,0.6209109,0.83590436,0.4718967,0.49979234,0.9542327,0.3800069,0.5051331,0.48421338,0.54205,0.29705033,0.06512021,0.4709351,0.21414551,0.46857065,0.22942197,0.27065176,0.75274444,0.8356705,0.65048236,0.67826486,0.7226134,0.8731494,0.21832491,0.13953683,0.44451833,0.4784005,0.710225,0.17666367,0.8970144,0.21388477,0.45730746,0.38638404,0.44148248,0.14054525,0.9465366,0.15976183,0.18277265,0.43645263,0.5753308,0.67909336,0.91335094,0.1378776,0.67922837,0.6827268
C8-A137,0.62866724,0.45705026,0.14647317,0.06952936,0.55819374,0.8181162,0.48321092,0.1856897,0.20815217,0.41835365,0.5261105,0.3001553,0.6572785,0.5667103,0.8615985,0.63694197,0.4052155,0.90762144,0.19282846,0.44641706,0.15575069,0.4617319,0.6451254,0.50339085,0.8956471,0.9245105,0.19208106,0.5169803,0.18283346,0.17380737,0.8176954,0.6149137,0.6581015,0.25405568,0.47850385,0.5351524,0.6940835,0.40597972,0.80012333,0.4535387,0.67440134,0.93686277,0.67007345,0.14488198,0.8430028,0.28065556,0.11709772,0.12021662,0.92423165,0.43211776,0.5691677,0.6743338,0.1727359,0.78974295,0.66455686,0.82277507,0.87310624,0.9201335,0.070524395,0.19369188,0.4407111,0.2074461,0.2913818,0.088553116,0.6646159,0.34672022,0.421747,0.8757872,0.7741186,0.81765217,0.58935213,0.23734094,0.35055003,0.8474714,0.7171321,0.87203497,0.9311768,0.73259914,0.5995344,0.39245003,0.18487987,0.49214083,0.86662614,0.5129078,0.9050839,0.24188213,0.13059562,0.20756164,0.58992606,0.59360063,0.79682165,0.6752335,0.07954933,0.48296362,0.49984986,0.3254506,0.8142847,0.28395098,0.34716722,0.67400765
C8-A1HE,0.5367744,0.17914401,0.4436174,0.6200523,0.79622805,0.75774467,0.78510934,0.681596,0.4440043,0.22906527,0.33556437,0.4413568,0.25872082,0.54368335,0.40490448,0.40666088,0.12544811,0.34718105,0.5541202,0.7766732,0.37488657,0.4637943,0.41703925,0.3614933,0.639966,0.26374602,0.68729645,0.74268675,0.57654977,0.7476474,0.6194777,0.71801656,0.82846767,0.69401467,0.5565755,0.8510592,0.92606056,0.17282581,0.75829005,0.4256365,0.3901284,0.72680986,0.30364925,0.42512488,0.6274524,0.25179416,0.3028369,0.58781856,0.29521912,0.26914525,0.23213242,0.03687721,0.86511755,0.70712817,0.56901586,0.27719432,0.4362217,0.6681431,0.83060086,0.36866194,0.24052596,0.5828058,0.52706385,0.5050647,0.9254533,0.5046084,0.34598964,0.17621082,0.78480905,0.9221103,0.85674393,0.7618085,0.29813844,0.5771177,0.56108844,0.82065684,0.42109132,0.47665846,0.59325004,0.6414091,0.72502166,0.5892265,0.2935815,0.7653066,0.47078,0.75502294,0.43617055,0.15028393,0.5841363,0.57519436,0.5428009,0.6853958,0.79845333,0.4529842,0.11213052,0.5246636,0.23768184,0.5458851,0.8119395,0.36629057
C8-A1HF,0.7475304,0.0677969,0.28355715,0.15841247,0.8624122,0.9236143,0.64281327,0.5735365,0.41138452,0.5392641,0.40702656,0.5387909,0.2337919,0.42008483,0.13931559,0.7950864,0.8212514,0.6955898,0.3074189,0.5376788,0.87651134,0.7625272,0.80776477,0.9058969,0.7747272,0.6846415,0.05501225,0.13574332,0.30076945,0.06434731,0.53196985,0.39510083,0.54527736,0.21618718,0.96617126,0.44422764,0.78348476,0.48244622,0.538175,0.7425351,0.78739,0.79716885,0.18152082,0.043946117,0.42494828,0.48219168,0.56838876,0.15176263,0.545262,0.9639709,0.15560289,0.8495499,0.45125124,0.950669,0.7882767,0.5267539,0.6374134,0.38169962,0.5591552,0.22436917,0.50487953,0.094781674,0.6100711,0.42016274,0.41786987,0.4297124,0.27505505,0.596022,0.19680923,0.21220496,0.62739074,0.60829616,0.85903656,0.8265638,0.4937909,0.7183441,0.7109216,0.89652085,0.644246,0.050411604,0.7111336,0.53493536,0.82415843,0.39592975,0.8987011,0.092651986,0.09615842,0.4108812,0.785081,0.52116114,0.7979742,0.7813306,0.18972453,0.023978472,0.8906506,0.7301742,0.4397102,0.51102895,0.20230529,0.9590794
C8-A1HG,0.8547626,0.11405247,0.5277738,0.6893499,0.96400934,0.8426919,0.57075566,0.6495479,0.9433265,0.67289996,0.44985723,0.8559623,0.67246664,0.1896087,0.19712628,0.6672485,0.6826049,0.77964395,0.7870983,0.6206467,0.8155993,0.09903714,0.88132626,0.7257861,0.5807424,0.72431624,0.29514,0.35197395,0.6297287,0.31735587,0.8549168,0.20535713,0.51081276,0.21573439,0.8022943,0.506138,0.46572366,0.6610804,0.2587509,0.8621633,0.14238122,0.41128817,0.06639236,0.31762737,0.0534973,0.68727887,0.71428394,0.04564769,0.5792488,0.53173923,0.7753427,0.61747515,0.49440446,0.8897449,0.852692,0.058468014,0.4630328,0.055067685,0.1533995,0.14910078,0.8164051,0.7168125,0.89833355,0.6316052,0.0915366,0.45716816,0.9000149,0.92945343,0.4344297,0.24813844,0.23163629,0.816652,0.62395,0.94392323,0.5432721,0.23868747,0.14355093,0.6620405,0.8551719,0.028388515,0.48508766,0.42099798,0.4859282,0.67297536,0.52221835,0.12849396,0.5816313,0.44958067,0.53547305,0.928615,0.21323991,0.9001402,0.18899375,0.070625275,0.90990007,0.50260615,0.8456905,0.17482081,0.8381753,0.50873744
C8-A1HI,0.22126952,0.5408707,0.4590429,0.31287843,0.5750263,0.76796836,0.48089236,0.576804,0.67292523,0.27761695,0.7097767,0.4962938,0.68801594,0.78555644,0.2798245,0.44689995,0.097590655,0.9158772,0.58860254,0.6732599,0.4435321,0.31350392,0.6138293,0.15994625,0.44558272,0.60857785,0.65365934,0.14667833,0.87856674,0.8094262,0.4021959,0.85177106,0.66067564,0.5234245,0.5836842,0.6901647,0.1505225,0.2554958,0.70847905,0.7067519,0.5023695,0.7144649,0.8071252,0.8246418,0.2939493,0.7467804,0.3871763,0.5134672,0.42875695,0.44047529,0.5462515,0.2504443,0.6106338,0.4932399,0.8973097,0.49233103,0.68902236,0.16068998,0.46483395,0.25442004,0.037578966,0.29133007,0.6359595,0.33533323,0.86043966,0.70119864,0.22745095,0.7198572,0.85368085,0.67178106,0.5854597,0.89919776,0.40164447,0.70747197,0.6798285,0.6024203,0.6868444,0.3531223,0.5363043,0.2755335,0.30500787,0.72667813,0.23662552,0.8944977,0.85197663,0.31576198,0.9315101,0.2156902,0.2836984,0.5195575,0.7967659,0.8388243,0.46680242,0.48142126,0.80082846,0.19021447,0.4396383,0.5256132,0.36991334,0.7207826
C8-A1HJ,0.9486666,0.23992383,0.1310974,0.66634846,0.83135897,0.29726332,0.5697405,0.6052338,0.7851765,0.86950696,0.2274866,0.9299676,0.75576144,0.84892875,0.2573253,0.5309479,0.9319341,0.6995683,0.107087776,0.21416624,0.7067269,0.1949368,0.59431875,0.2583934,0.9202403,0.5390132,0.6206118,0.1062983,0.22323713,0.13205224,0.93422794,0.1414989,0.33807176,0.8730261,0.10528694,0.54854786,0.16499037,0.4966974,0.1324416,0.70104235,0.2749173,0.9586787,0.3178736,0.10900358,0.70269966,0.6188091,0.77848125,0.17492744,0.15337567,0.95444846,0.18364394,0.51979333,0.46493977,0.088410705,0.93610656,0.6618019,0.13389039,0.09288057,0.16576639,0.51048553,0.93130547,0.17062646,0.7961818,0.24660805,0.95623773,0.63471496,0.87338334,0.9520457,0.18613939,0.116858624,0.25449777,0.9124674,0.028413326,0.039259374,0.72819364,0.77526677,0.7650061,0.43892115,0.16391821,0.07170614,0.85444605,0.902171,0.11429409,0.6167152,0.8145306,0.88291603,0.6041876,0.3064813,0.2229171,0.83496153,0.8619106,0.095464475,0.1105243,0.6899916,0.8217871,0.1298067,0.13620287,0.7469965,0.15323369,0.7178881
C8-A1HK,0.84898514,0.15673955,0.031912066,0.1111414,0.7611135,0.9422227,0.7805073,0.89085186,0.28014925,0.120567605,0.12746486,0.11334936,0.24499373,0.36592114,0.37991735,0.45110425,0.15336323,0.8488457,0.20915347,0.68301195,0.037084647,0.7769212,0.84975123,0.19364686,0.9058228,0.9172035,0.24683222,0.6540947,0.59096307,0.1456035,0.9259429,0.77738184,0.93016976,0.36268198,0.2513846,0.41296142,0.16729861,0.13902242,0.8703433,0.44162604,0.41067797,0.9620292,0.8197357,0.36901817,0.65304625,0.5937223,0.89681244,0.21808086,0.82364553,0.8399466,0.31361043,0.5848586,0.110146046,0.55818075,0.86514056,0.46151662,0.7212614,0.51571846,0.666329,0.18745726,0.6939092,0.07580283,0.27405825,0.40200305,0.6152562,0.91672075,0.2095203,0.89008766,0.75190127,0.87892413,0.7623349,0.52960217,0.2575023,0.89600974,0.37549672,0.8141538,0.94963753,0.87900436,0.08015223,0.10379435,0.8187642,0.54901993,0.6619934,0.7479667,0.943357,0.35933042,0.5436414,0.40601248,0.6182113,0.1438233,0.9191297,0.31128985,0.086709134,0.6173025,0.37969065,0.4004975,0.5297465,0.35840577,0.090332955,0.9552908
C8-A1HL,0.40320432,0.6408595,0.10144269,0.26604828,0.92164534,0.53013694,0.3137265,0.8073038,0.5645242,0.25588423,0.15899183,0.96296287,0.13751107,0.6927389,0.7255502,0.2014499,0.45472878,0.9055921,0.17807932,0.48452926,0.65188247,0.6712969,0.598797,0.08568117,0.9742554,0.28901884,0.7340429,0.04750356,0.8175502,0.7157606,0.39256945,0.72201,0.9104293,0.17546643,0.6622987,0.7650619,0.04647863,0.111740485,0.41668952,0.95811355,0.6140791,0.49295866,0.68403625,0.5459177,0.47913283,0.643268,0.73013926,0.18801284,0.5314752,0.9526652,0.30113527,0.28938597,0.055174194,0.16754732,0.8776724,0.744928,0.6725735,0.1547851,0.8144643,0.09828391,0.5420497,0.13962992,0.6608755,0.55591595,0.9116111,0.15872586,0.60569835,0.57664126,0.903481,0.45952553,0.95956,0.8135361,0.6256698,0.40533856,0.49999857,0.85167706,0.8528503,0.35175937,0.43273565,0.24500085,0.73735905,0.34507862,0.16982165,0.88694614,0.60924745,0.65797246,0.83138704,0.1402699,0.7127315,0.5878922,0.7707839,0.75142527,0.14458495,0.40323263,0.8928138,0.12593178,0.8078249,0.30826452,0.14684625,0.15074833
C8-A1HM,0.8175027,0.07132721,0.4021237,0.4563958,0.8396181,0.90242934,0.34895518,0.9063312,0.8783454,0.66702807,0.070071846,0.91549516,0.5887445,0.066753656,0.16878082,0.3292948,0.08267528,0.7316615,0.7466027,0.8931838,0.8478973,0.7249152,0.8787395,0.63004845,0.55860597,0.062645614,0.08969827,0.5288406,0.6635865,0.1909654,0.3256146,0.8782772,0.8298377,0.15229505,0.829321,0.43367457,0.23296966,0.101242885,0.36809546,0.29380706,0.32560268,0.89167917,0.097397685,0.6035446,0.8129641,0.874985,0.91316414,0.46454644,0.28242642,0.89330256,0.11400446,0.21047395,0.5650206,0.7490785,0.9020281,0.5205561,0.7510555,0.1632452,0.74477535,0.92929304,0.4677561,0.6211604,0.17540085,0.71175265,0.50329345,0.9229462,0.72010183,0.6874649,0.72764117,0.5352432,0.082294926,0.2992861,0.6280495,0.73186946,0.18021014,0.08482019,0.2162045,0.3441908,0.3798911,0.04845582,0.8375718,0.21796104,0.60566866,0.9617305,0.69799286,0.53371733,0.15689163,0.8007277,0.8950673,0.9251363,0.092527084,0.67473173,0.26371646,0.7086352,0.8657347,0.94198376,0.06308393,0.73880523,0.71939945,0.15389997
C8-A1HN,0.51383066,0.062377013,0.3149256,0.6620846,0.28740782,0.8339169,0.14420092,0.8050978,0.85766065,0.750682,0.6023991,0.7792444,0.62665176,0.06439002,0.80976963,0.5621485,0.22197905,0.9575031,0.21368094,0.7004438,0.14625137,0.29652274,0.9214814,0.6502767,0.49004596,0.5885481,0.79258287,0.48396698,0.7517887,0.13375014,0.25034833,0.4717339,0.84080315,0.06451305,0.5358638,0.96037436,0.6790635,0.5045896,0.1086786,0.82173264,0.1700869,0.8254708,0.41147915,0.1707454,0.28520143,0.5741539,0.94368875,0.21480884,0.31908804,0.4565878,0.8074657,0.45311385,0.64703727,0.8209375,0.9029116,0.16580185,0.66941065,0.09993209,0.29052424,0.31784716,0.34785274,0.74175763,0.71829724,0.3899988,0.83683884,0.20621648,0.77461237,0.9363104,0.84630024,0.3094612,0.4690112,0.90856266,0.36612606,0.6396742,0.82442194,0.13503511,0.36596286,0.6574389,0.8904642,0.026510017,0.93681586,0.33507884,0.74820733,0.8567036,0.6152729,0.15394425,0.3623653,0.50961506,0.9272312,0.8826221,0.47621146,0.9056706,0.27314985,0.10036588,0.8081351,0.43502715,0.49195915,0.6544232,0.69072175,0.48728377
C8-A1HO,0.5694427,0.7979908,0.37335503,0.5240744,0.35156512,0.89395684,0.80016065,0.9248314,0.6926675,0.7654374,0.6181387,0.8386936,0.3237637,0.052872676,0.56945145,0.57723206,0.27240252,0.57484746,0.89042425,0.7290001,0.0473762,0.54008186,0.34906852,0.24882536,0.8977549,0.6913624,0.27303106,0.39713857,0.9385431,0.6194109,0.8701439,0.21470648,0.94282985,0.80200016,0.7120406,0.72363937,0.48914096,0.82086664,0.07816958,0.89228284,0.05541431,0.53391874,0.3520524,0.28620547,0.038542427,0.5499677,0.87550586,0.20183632,0.68348813,0.444589,0.93573487,0.1914127,0.21205893,0.53240174,0.7918302,0.04928957,0.43416837,0.2626394,0.12152814,0.097815625,0.3188696,0.4111254,0.7940123,0.46085697,0.43452322,0.5404633,0.69709975,0.93680733,0.9325235,0.9646522,0.7576895,0.9191263,0.21158291,0.9072703,0.6899686,0.12942392,0.13777351,0.42923108,0.9044148,0.14989322,0.5391803,0.06736463,0.39024812,0.33860922,0.7038997,0.40800697,0.6927781,0.2589233,0.7215224,0.49524614,0.24188182,0.9265304,0.23943111,0.15528205,0.5558011,0.47469553,0.8199635,0.48877877,0.20179552,0.18255623
C8-A26V,0.6003259,0.6048199,0.73095214,0.63723457,0.45923132,0.92041445,0.3891303,0.63023794,0.7931182,0.30838725,0.827332,0.44028872,0.27076626,0.09304842,0.12092829,0.83027875,0.08940976,0.16215369,0.8484701,0.58894247,0.6672993,0.38014042,0.5747552,0.48550722,0.6989855,0.2155716,0.07983843,0.3911474,0.39606756,0.47650707,0.8171333,0.8511073,0.5717447,0.29686216,0.82031584,0.8008425,0.7550555,0.83615875,0.37901843,0.34883028,0.5254161,0.46624222,0.3263157,0.37065053,0.6057394,0.25222027,0.41693333,0.4512893,0.101700015,0.7629197,0.68975854,0.21819177,0.94652534,0.88407594,0.32337818,0.63442826,0.7517288,0.68794084,0.6212064,0.8269445,0.24943069,0.051910974,0.47366983,0.34904432,0.81591576,0.4201279,0.36121258,0.45195317,0.83864415,0.7865565,0.66544175,0.48349756,0.21063057,0.66138184,0.43064654,0.40739816,0.7347771,0.6017178,0.6795717,0.76083106,0.21101773,0.54194444,0.9010261,0.8355884,0.49724543,0.5263094,0.2527537,0.41079962,0.5669135,0.67511433,0.0829241,0.9405905,0.79075116,0.2422561,0.54872847,0.16174798,0.3800649,0.21400893,0.52391756,0.6431782
C8-A26W,0.84316605,0.38130617,0.5821513,0.3779527,0.47776058,0.9509946,0.58126277,0.2605602,0.60463643,0.48953632,0.4115651,0.61460733,0.2535202,0.60564435,0.11911375,0.8004587,0.7313204,0.39723006,0.5133292,0.84912264,0.5847097,0.76539916,0.7161031,0.8426828,0.48128626,0.26471984,0.41260222,0.46361428,0.64039296,0.5624352,0.64289737,0.77627313,0.69720125,0.6953219,0.64069045,0.8279679,0.36349928,0.19274311,0.17716193,0.54490244,0.3086118,0.4760465,0.53465515,0.384663,0.16625525,0.668044,0.62175626,0.3682548,0.81820583,0.48274288,0.13606551,0.45246008,0.45577627,0.28177497,0.3535239,0.38627094,0.28996995,0.33051977,0.66224897,0.85706383,0.6768399,0.74905145,0.5429446,0.8500546,0.5131699,0.29322124,0.83158267,0.1740008,0.72534174,0.46680164,0.7500182,0.7337245,0.46820533,0.8777795,0.5659924,0.81458277,0.3747614,0.74484634,0.53428507,0.37797362,0.11241815,0.437868,0.27877754,0.26520592,0.82611924,0.5786768,0.5117914,0.531882,0.61227,0.56096476,0.828116,0.75606805,0.85730743,0.6280958,0.31274185,0.5687478,0.82799095,0.11635211,0.48497364,0.8553796
C8-A26X,0.63504314,0.615467,0.8319137,0.60550576,0.9223577,0.63435346,0.30277175,0.6137643,0.3421169,0.08301882,0.6026525,0.7616944,0.64744127,0.78520316,0.8628919,0.7271375,0.7178659,0.6106769,0.34059352,0.27816424,0.8534292,0.28230911,0.9470917,0.63026524,0.6481119,0.70569706,0.1580295,0.41818494,0.062569834,0.3156233,0.8740108,0.3905108,0.19776861,0.18827128,0.92980385,0.17316633,0.08099501,0.21031094,0.62171924,0.6231672,0.92667896,0.61802864,0.1556766,0.27050364,0.69859445,0.39861363,0.15215212,0.76194775,0.31920502,0.8808522,0.64155126,0.94071656,0.54759127,0.41418844,0.3829414,0.80075026,0.8019845,0.7137543,0.54943824,0.2611267,0.9724541,0.7354923,0.7584441,0.92366725,0.8672331,0.16048074,0.12440412,0.50242126,0.19628398,0.7083735,0.31929356,0.22651085,0.7435193,0.5907271,0.5005078,0.45038313,0.5982366,0.12184489,0.363237,0.17417128,0.23372832,0.09286124,0.8529899,0.5936036,0.38520023,0.2575278,0.3269121,0.41427284,0.38491786,0.48448738,0.73664963,0.6333442,0.6240033,0.5124655,0.7273537,0.40346926,0.76703095,0.34477454,0.40102008,0.63960373
C8-A26Y,0.79080987,0.4551374,0.70022464,0.9155822,0.13642386,0.8210824,0.4454244,0.56740266,0.2627597,0.26129624,0.46023867,0.423216,0.9662669,0.6952389,0.4594543,0.16257274,0.06728956,0.5881794,0.11670172,0.6677432,0.05273511,0.09005834,0.34697357,0.166406,0.7405615,0.8877568,0.09033133,0.57803696,0.15558982,0.2220689,0.8406892,0.6415014,0.45625818,0.2023101,0.6225906,0.82683283,0.097332016,0.41187796,0.94203615,0.8606959,0.87062085,0.42917773,0.49564844,0.27432758,0.784762,0.49929774,0.5274224,0.6844225,0.10347733,0.9116639,0.94126546,0.8448752,0.816674,0.48204556,0.84780765,0.6681789,0.73030156,0.6190839,0.9678467,0.8977432,0.66871965,0.09577689,0.7463196,0.55562127,0.81088173,0.8272346,0.1931964,0.31694216,0.62217325,0.9100611,0.08647651,0.37176687,0.33265987,0.59978855,0.18481225,0.46566537,0.89914215,0.08778387,0.18572262,0.17917672,0.030581068,0.031550914,0.772423,0.0794931,0.07363014,0.69801533,0.088978186,0.792942,0.18446147,0.6118145,0.8093447,0.9444361,0.9028381,0.7742655,0.69493777,0.39335132,0.6997373,0.8933139,0.14806005,0.40169126
C8-A26Z,0.21910134,0.6774822,0.4676172,0.15789151,0.21965933,0.8537327,0.24441889,0.6934323,0.6970234,0.31286088,0.8740827,0.7715993,0.49691278,0.21723205,0.5154268,0.17603613,0.09690554,0.82081914,0.55817807,0.8467651,0.053601995,0.6107318,0.5978804,0.06857678,0.82986844,0.40332448,0.46452177,0.4629469,0.85344577,0.8292496,0.50879383,0.59848726,0.93747234,0.4624688,0.27951482,0.9008721,0.84019816,0.46711582,0.108253255,0.40533257,0.17474324,0.61598617,0.80142176,0.69170845,0.41565552,0.93740404,0.8517016,0.65527046,0.85377467,0.35172242,0.8332629,0.61705256,0.35182336,0.45534736,0.61858404,0.24331251,0.72856015,0.58089864,0.595405,0.37787652,0.45790133,0.44377756,0.6130974,0.7096201,0.6277003,0.6105694,0.45539021,0.5524232,0.91810405,0.5793494,0.7185074,0.38243246,0.46113908,0.79428947,0.69901866,0.15757737,0.26475278,0.8909296,0.7052414,0.27333912,0.1892482,0.53543293,0.17389674,0.42317805,0.5997673,0.48247117,0.4546029,0.4344179,0.68558586,0.4359507,0.55802894,0.38073623,0.35236874,0.5725939,0.1977054,0.09172577,0.77834415,0.58963716,0.570717,0.31352106
C8-A273,0.074965894,0.9462216,0.8893038,0.21950245,0.34423316,0.7916605,0.37179154,0.67216134,0.6159101,0.7139291,0.92362833,0.7528991,0.4560941,0.21806768,0.40044993,0.2773416,0.16887799,0.65786254,0.74667907,0.41199407,0.28333414,0.67743623,0.21428767,0.54718506,0.89262325,0.4936252,0.37944898,0.45261437,0.8419964,0.88579345,0.5670509,0.67798704,0.8380425,0.21513557,0.8158827,0.57066494,0.7928085,0.34422767,0.46617848,0.9229453,0.6189442,0.36845127,0.86648417,0.37868658,0.41552246,0.9040452,0.5104225,0.49726734,0.19545527,0.32908523,0.8789746,0.4520811,0.33052418,0.2996411,0.38038763,0.47099885,0.5043208,0.7372252,0.62406707,0.6881939,0.43989232,0.20216268,0.44053972,0.43427396,0.5308195,0.09908571,0.1827103,0.82535356,0.8994495,0.3227413,0.6994066,0.82094115,0.45258802,0.44203275,0.752405,0.22328688,0.2719785,0.65024066,0.6626001,0.56817853,0.11460382,0.5098202,0.5976076,0.5572507,0.8001777,0.123766795,0.74691534,0.2431489,0.65520227,0.42194596,0.5014989,0.62647116,0.528454,0.14457989,0.7640843,0.11719647,0.8572804,0.4404544,0.5220529,0.119459994
C8-A274,0.7685247,0.1420083,0.30173898,0.8971764,0.60346144,0.5270678,0.35834295,0.5567291,0.07131681,0.46814233,0.14254728,0.114969835,0.11406925,0.445491,0.33495802,0.43616953,0.27430367,0.3747306,0.60544306,0.86748576,0.120786786,0.3399585,0.35311627,0.19545087,0.92157173,0.33788127,0.46940085,0.709773,0.4338145,0.39631903,0.68372726,0.94523096,0.8426354,0.12505043,0.5006298,0.8612862,0.8534466,0.60656345,0.79081964,0.16836068,0.673857,0.45608228,0.45049244,0.13090977,0.7944497,0.46895453,0.34540403,0.7171878,0.4535837,0.56532985,0.10082413,0.31679922,0.6057459,0.73607045,0.288566,0.19849655,0.76429063,0.30430087,0.9085317,0.6444652,0.25779486,0.57946813,0.69206476,0.8644439,0.5036289,0.23433973,0.5391879,0.5815878,0.8213401,0.9457282,0.7226411,0.6791418,0.18884529,0.53895575,0.5365368,0.8425123,0.64665824,0.16925578,0.693455,0.84396017,0.39122963,0.8603286,0.2893179,0.5843746,0.48416603,0.8786811,0.23433952,0.20561719,0.63682395,0.4251684,0.6538651,0.92424816,0.845046,0.7750466,0.22472718,0.8660488,0.16229115,0.74602026,0.47765803,0.19497886
C8-A275,0.4752437,0.43367434,0.34902847,0.12639508,0.76906574,0.9775597,0.6534445,0.5641048,0.5513681,0.12354518,0.1757086,0.5111747,0.28087902,0.32144368,0.4687577,0.43529218,0.33404112,0.8861774,0.08802538,0.7159842,0.0577059,0.9239067,0.82632405,0.7638222,0.6255863,0.7638524,0.25134507,0.35767,0.6211452,0.08402915,0.8508169,0.76290005,0.7644582,0.30836025,0.5529353,0.1300534,0.37213013,0.067503035,0.8666098,0.6450218,0.79693776,0.9076011,0.74971485,0.10410387,0.67077935,0.5634961,0.38977456,0.5620434,0.74544454,0.6403831,0.3348041,0.80144525,0.24019226,0.79171747,0.8698687,0.79045385,0.76284415,0.7099242,0.81438404,0.30667755,0.85577905,0.2462528,0.10172692,0.42326993,0.45985097,0.6170482,0.06456448,0.6607101,0.691904,0.6727166,0.5056833,0.3583767,0.86087537,0.83905244,0.5329299,0.7653681,0.8750403,0.4720391,0.11420195,0.030140609,0.85018164,0.1288401,0.80467415,0.77519405,0.84575903,0.24090582,0.41841665,0.3785893,0.369484,0.46292102,0.77146256,0.26617274,0.11900374,0.31199455,0.88992214,0.88523877,0.22052985,0.4647342,0.054972403,0.77370346
C8-A278,0.8111935,0.13640368,0.36210304,0.38673815,0.8261296,0.506367,0.4447674,0.45923716,0.397406,0.3169437,0.23738089,0.6265162,0.7874572,0.6645951,0.42411834,0.9035935,0.40144888,0.60802346,0.118267566,0.42501664,0.6161392,0.6785432,0.88649285,0.7336118,0.58023584,0.37985736,0.17628321,0.41154617,0.046392504,0.12426536,0.73546034,0.6720915,0.41398925,0.21887511,0.56403124,0.1624775,0.11291735,0.15172581,0.6726189,0.40519446,0.8001614,0.8908156,0.54933786,0.20041135,0.7034055,0.3177124,0.52135706,0.2314195,0.7655678,0.84112936,0.49218532,0.90042377,0.42930925,0.65527695,0.8577558,0.6962081,0.7733047,0.6757109,0.54963636,0.2364952,0.91787887,0.46879014,0.45323914,0.7084595,0.6718342,0.59418964,0.19616018,0.45610252,0.32261398,0.83587897,0.20340915,0.43146437,0.7673836,0.8868841,0.1595055,0.41544664,0.88089705,0.45615488,0.43287832,0.06412433,0.41788718,0.3611467,0.8793821,0.75088096,0.81285536,0.30592042,0.21389197,0.33735806,0.477393,0.44688004,0.88346326,0.65799963,0.4135098,0.54950804,0.551114,0.76739275,0.7790314,0.17479807,0.66438025,0.7579873
