Sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
AO-A124,0.93084836,0.4637791,0.14323208,0.9754734,0.5585046,0.13489579,0.45601362,0.7042929,0.8518769,0.92677784,0.07891722,0.52443516,0.6620209,0.81364834,0.07669621,0.68543184,0.6673306,0.5149055,0.6003374,0.36848468,0.2854206,0.18482247,0.4100067,0.6517725,0.76507604,0.6727613,0.49995047,0.39727962,0.28085288,0.072289355,0.5846359,0.47288477,0.22524658,0.69241303,0.08899005,0.9444771,0.12977026,0.9190333,0.77619165,0.88749987,0.6605248,0.3084079,0.79260135,0.28867075,0.8040533,0.46442318,0.7102675,0.8297768,0.1732434,0.6126307,0.34256607,0.2245292,0.56949943,0.25567958,0.2477758,0.6365133,0.10958415,0.1494702,0.28786033,0.96296024,0.26896456,0.34132117,0.3597205,0.23527408,0.9549123,0.9306517,0.87208635,0.54989356,0.12596248,0.63264,0.33697036,0.47940022,0.2715278,0.2976462,0.7632028,0.18436567,0.88524854,0.15755457,0.084702,0.9016447,0.40820912,0.5839058,0.66794217,0.33670163,0.7517765,0.9476613,0.31080556,0.8486582,0.50307524,0.73498183,0.9191924,0.5884108,0.1986405,0.82516545,0.7659949,0.26024354,0.19455299,0.6873,0.1669991,0.8999016
AO-A128,0.79372865,0.7537988,0.8711932,0.939155,0.6810736,0.62394315,0.90562165,0.6925436,0.7809493,0.6220064,0.61582685,0.665496,0.3099934,0.045477472,0.15983057,0.666533,0.5165761,0.21459031,0.52156,0.4848902,0.77574825,0.91923904,0.7501018,0.81601536,0.8418226,0.3311796,0.0908646,0.53549,0.45867404,0.5439903,0.95128,0.10721828,0.25962248,0.39102829,0.8791617,0.085133776,0.14925471,0.081224106,0.942971,0.12104948,0.17011367,0.18063375,0.05449475,0.05155764,0.6894082,0.941931,0.8094937,0.92848384,0.44074947,0.56048,0.16766503,0.26009935,0.94576323,0.22355562,0.30175388,0.30882412,0.41500512,0.89725846,0.94072723,0.48255506,0.9346451,0.82246685,0.063657284,0.7089021,0.062056478,0.2665322,0.39914656,0.7285381,0.03608084,0.87058127,0.45003074,0.1121718,0.86189926,0.47639024,0.35750517,0.10672416,0.18173316,0.17297825,0.20289819,0.36142656,0.87893367,0.15344453,0.84949404,0.7083188,0.31912303,0.04303952,0.19090623,0.85574806,0.20913453,0.8208345,0.13617864,0.92893076,0.4383515,0.87392926,0.92139363,0.9621042,0.2217583,0.93851596,0.47960705,0.6170373
AO-A129,0.612558,0.5516691,0.67169285,0.7480461,0.64234555,0.65075916,0.53457254,0.6220262,0.617077,0.7846514,0.3535459,0.9045917,0.43777367,0.3386204,0.15254119,0.8751091,0.9022572,0.8172259,0.5718217,0.1369621,0.7668274,0.10368751,0.46259725,0.90238,0.7875617,0.83006394,0.5203664,0.09151015,0.3984305,0.16860211,0.8338012,0.42832622,0.2571294,0.038234066,0.6039103,0.17708084,0.6280229,0.63551617,0.84193003,0.7808096,0.30949664,0.19905187,0.38035873,0.121787496,0.28989768,0.6986752,0.53009915,0.662189,0.14005446,0.90357137,0.45077726,0.8181045,0.9572501,0.11357739,0.61798716,0.7417196,0.22066295,0.4452239,0.6870339,0.8627063,0.8290365,0.8083838,0.24335192,0.05935268,0.9258366,0.27070382,0.596848,0.8685081,0.0574434,0.3535803,0.38005623,0.2610901,0.75830424,0.0850591,0.8959458,0.40049288,0.5294938,0.33993953,0.1587717,0.69369376,0.55164176,0.64161485,0.28457487,0.0833983,0.7765814,0.7198898,0.5512672,0.9065639,0.44681594,0.9310568,0.71656096,0.8134575,0.7913531,0.0967173,0.7159969,0.4678172,0.46024263,0.8851702,0.42704156,0.7912831
AO-A12A,0.5110555,0.20938097,0.8427533,0.22555916,0.32607964,0.43534434,0.7539601,0.80351925,0.49755603,0.6154993,0.86458194,0.7139728,0.43119302,0.48387504,0.2369143,0.65398407,0.56908906,0.5872516,0.7980705,0.5705404,0.6422416,0.7053926,0.5073965,0.54002947,0.52976763,0.5461213,0.8934151,0.5073593,0.47429714,0.76768535,0.5433818,0.43137363,0.6762793,0.6888003,0.65207136,0.26320392,0.7453003,0.55513906,0.65990293,0.42848977,0.651943,0.7797192,0.59564185,0.68827975,0.122837946,0.2272821,0.16550764,0.3886152,0.92312646,0.7625771,0.40601343,0.51803565,0.8711432,0.59069633,0.60553026,0.19637984,0.6847411,0.51205325,0.90686065,0.8266125,0.5359092,0.7814915,0.45476365,0.12898053,0.86742383,0.24886365,0.6487965,0.5313676,0.19991273,0.4852444,0.5080187,0.64192414,0.27113664,0.14263329,0.35097533,0.71235496,0.7659907,0.7108484,0.8032484,0.83116806,0.11320369,0.7851366,0.16393062,0.4781969,0.4150056,0.39326945,0.85463434,0.5548702,0.14985958,0.13378724,0.20512581,0.79175043,0.43523324,0.4684731,0.42929417,0.5511832,0.11096898,0.781163,0.63102067,0.49489638
AO-A12C,0.1995196,0.74886084,0.24748936,0.23214008,0.2769394,0.36364272,0.73211336,0.3123027,0.2352117,0.7048836,0.9167895,0.56514627,0.65378743,0.31188333,0.6222137,0.7119028,0.5472368,0.7009264,0.92495644,0.6789555,0.3297789,0.39627692,0.7854639,0.34979337,0.91076976,0.780569,0.7536646,0.26534176,0.5406719,0.8495495,0.2721733,0.34470984,0.7826609,0.5964936,0.28779784,0.5734309,0.42641875,0.46387196,0.40015042,0.44217306,0.5759706,0.46781188,0.85333264,0.8122699,0.09789112,0.41432974,0.19805892,0.19764021,0.69077146,0.17589036,0.8826908,0.41176987,0.69570947,0.49640825,0.34623718,0.52569216,0.8625717,0.7758063,0.5974188,0.24048665,0.2801051,0.4940306,0.4480304,0.19320378,0.80197275,0.23632196,0.16332687,0.5794158,0.50283515,0.36375198,0.8722358,0.876151,0.49075088,0.33476526,0.2685002,0.29304093,0.39218086,0.58983684,0.87100565,0.49154755,0.28607792,0.73750615,0.121731564,0.51901233,0.8868555,0.17842883,0.72367084,0.6080979,0.8690202,0.54384196,0.40110254,0.8353591,0.45833594,0.09406553,0.6893058,0.14386769,0.67961365,0.5871397,0.8125274,0.16481957
AO-A12D,0.5957332,0.49476528,0.4402212,0.44733715,0.70241255,0.7732718,0.1518565,0.3616584,0.23577273,0.08130517,0.33413255,0.62003464,0.6386883,0.4523999,0.64999646,0.5209198,0.19042256,0.44741386,0.170547,0.46609512,0.19319981,0.38269854,0.8631623,0.6701754,0.49929747,0.6941782,0.55751127,0.33410126,0.15740931,0.1297541,0.44095406,0.633813,0.34642377,0.3181686,0.43723816,0.33117017,0.3063239,0.43573815,0.92894024,0.08684118,0.86541706,0.95123845,0.46538138,0.07836673,0.4211208,0.23992966,0.31193447,0.76562566,0.9186504,0.34088847,0.51512647,0.7029301,0.5298754,0.6827696,0.33912617,0.66895384,0.72175723,0.48229748,0.7027656,0.3397302,0.7995024,0.9062129,0.21445403,0.8839901,0.506909,0.5620142,0.17658907,0.38226527,0.0876392,0.9580053,0.5484765,0.28135574,0.8173764,0.857783,0.28356785,0.74608874,0.91805863,0.2118188,0.2915594,0.30956763,0.40592557,0.51527673,0.84344596,0.9246415,0.7728187,0.13852614,0.4207279,0.87462276,0.4655108,0.41266456,0.8085467,0.7439225,0.30123645,0.47999045,0.60863245,0.9494872,0.11079592,0.3099968,0.40657097,0.91853154
AO-A12F,0.933015,0.41899902,0.1343785,0.6754805,0.92951816,0.08083266,0.30908647,0.6592124,0.05822699,0.76732343,0.18394478,0.80975014,0.7908432,0.96534383,0.26683682,0.25530365,0.5607457,0.9311824,0.38250887,0.1012609,0.7967415,0.060489323,0.42122293,0.6647856,0.6046262,0.54290867,0.91351056,0.14319101,0.117297634,0.09385313,0.8210513,0.38823116,0.237607,0.4240424,0.07739475,0.76908183,0.17042807,0.7655041,0.35699898,0.5007339,0.22778302,0.6688577,0.8625891,0.3301146,0.7321093,0.7062919,0.51263046,0.15084642,0.32177788,0.7848088,0.67665875,0.89252245,0.110906586,0.07020537,0.79210436,0.7725993,0.31306288,0.19732195,0.42422718,0.5316077,0.7255846,0.8186494,0.82780504,0.13779531,0.4504549,0.92815524,0.8254388,0.53329366,0.16869634,0.10682822,0.73632133,0.34297234,0.41868496,0.22632661,0.8603176,0.910475,0.6153762,0.8821014,0.30604437,0.34094828,0.47096467,0.8557992,0.1430049,0.16354124,0.94317716,0.85495436,0.94361025,0.57719326,0.7983668,0.8777983,0.94736093,0.18269464,0.4116345,0.05477541,0.786631,0.12820645,0.2993501,0.89028317,0.6516855,0.8263496
AO-A1KP,0.9736744,0.12364629,0.11371805,0.27758387,0.14620157,0.93615985,0.7483735,0.107328184,0.24007973,0.8939548,0.86576724,0.20222595,0.5215914,0.14531806,0.46991426,0.8219612,0.6481152,0.5323315,0.35143262,0.92354023,0.29755697,0.48297736,0.87312776,0.26308987,0.4175591,0.20292118,0.9542606,0.600669,0.4476205,0.16664524,0.3805905,0.63448185,0.818537,0.4598754,0.14779763,0.9270582,0.76303804,0.6745038,0.22773126,0.4725073,0.10160486,0.71444535,0.6814296,0.11413182,0.12934291,0.8895708,0.4149255,0.14858702,0.82974917,0.74925244,0.34217113,0.46003333,0.7187477,0.7573885,0.85990316,0.10964828,0.09862043,0.28658223,0.33954835,0.7911459,0.19846672,0.77501625,0.9219525,0.6977561,0.59713197,0.18893638,0.942124,0.86533743,0.87162244,0.92891264,0.22611076,0.9580445,0.033456232,0.11472975,0.7415564,0.5999903,0.41965556,0.31578004,0.78194666,0.19282487,0.62950265,0.36015284,0.09223259,0.47358686,0.5199994,0.35935998,0.5894131,0.1161542,0.606097,0.7228123,0.63612884,0.45247602,0.86525524,0.66436887,0.24322695,0.20216382,0.86489534,0.30954203,0.6290469,0.8249545
AO-A1KQ,0.61428255,0.14432642,0.8530716,0.32510793,0.9141503,0.8659253,0.254777,0.6731089,0.86097175,0.7126431,0.6181316,0.9215518,0.2440739,0.41199708,0.37865573,0.16289127,0.8596373,0.77320015,0.35037732,0.36797857,0.8454935,0.17564824,0.5304273,0.31099328,0.79125005,0.28919044,0.5938436,0.6044614,0.72827,0.8552573,0.5254308,0.72628087,0.70282906,0.11481902,0.86428833,0.4978779,0.41482726,0.16329758,0.66340697,0.91440344,0.33210695,0.9385859,0.454531,0.3749587,0.16371639,0.7638143,0.7612577,0.055013306,0.50983006,0.7472371,0.34777674,0.8687192,0.42130655,0.6674932,0.7338321,0.34726256,0.48275852,0.10646619,0.6151611,0.9571928,0.38407978,0.58780104,0.5314483,0.711464,0.32712674,0.16538262,0.66451657,0.9193098,0.7972925,0.077645466,0.29242688,0.64265203,0.75344825,0.64129555,0.5401583,0.2330113,0.09629506,0.6816976,0.49009833,0.08666092,0.3284916,0.55814207,0.32710898,0.82908535,0.48150146,0.26163247,0.5879042,0.4735403,0.91939163,0.9228666,0.3647527,0.69584817,0.25648573,0.2139966,0.91931844,0.1838957,0.93577886,0.49858353,0.9160061,0.26356843
AO-A1KR,0.9214581,0.24218562,0.36379933,0.06946221,0.6073839,0.73446023,0.20718968,0.9445653,0.0999323,0.9305471,0.10716842,0.94177353,0.19455084,0.5873626,0.06341756,0.21723005,0.9443708,0.97565675,0.33309945,0.26476058,0.9065707,0.0655888,0.11902256,0.5784919,0.79655355,0.9554514,0.11493367,0.04875258,0.040165752,0.23573893,0.9486831,0.32793105,0.22242075,0.10930583,0.72036606,0.6188456,0.5756286,0.12269412,0.67231864,0.6783167,0.09529123,0.9134686,0.28126317,0.107111946,0.4460618,0.90792215,0.0425372,0.6700765,0.089365564,0.8745472,0.2779559,0.77980703,0.79812133,0.25488383,0.28759354,0.84703976,0.6072043,0.10102332,0.21035926,0.90542614,0.5597042,0.53853804,0.88654965,0.68847847,0.63572574,0.8658516,0.39537448,0.93119705,0.06265976,0.47904003,0.11152671,0.14615417,0.66746205,0.06710432,0.95904356,0.33357257,0.27289188,0.7947303,0.2500059,0.89779884,0.18165581,0.69003624,0.10125968,0.1058074,0.9694214,0.47690678,0.70477736,0.522515,0.9119561,0.9580006,0.9241084,0.95075613,0.26492974,0.09268275,0.5852577,0.21674263,0.31353518,0.9008461,0.5001384,0.8764527
AO-A1KS,0.70961386,0.023287095,0.072567925,0.54974526,0.76729435,0.21950279,0.7970679,0.7663212,0.32303104,0.9317159,0.13709289,0.07154545,0.72579926,0.18709531,0.66262454,0.8295803,0.19516131,0.28962603,0.31186843,0.4607414,0.18208146,0.7163552,0.96148133,0.13330588,0.60216147,0.1852825,0.55194074,0.81392235,0.43286347,0.26245022,0.8380435,0.58695984,0.9013642,0.64356077,0.17154706,0.34888932,0.5769298,0.6225673,0.13250127,0.23117134,0.6481744,0.9010836,0.9557617,0.7935219,0.53200287,0.25587124,0.6730666,0.242329,0.34545156,0.76788497,0.3217671,0.44224995,0.39402837,0.64516675,0.8563987,0.122006774,0.71648026,0.35630333,0.42489767,0.38787585,0.5055513,0.33349752,0.3910534,0.8320837,0.3577548,0.65339017,0.87904286,0.88173646,0.6681332,0.69433326,0.10501598,0.91344285,0.3709637,0.28567618,0.16783498,0.6013682,0.10104416,0.40184554,0.7762554,0.060715802,0.93920517,0.8231975,0.21148801,0.7232944,0.54083633,0.900445,0.129603,0.13359046,0.92622185,0.49573117,0.21653384,0.5228402,0.13987815,0.8198775,0.8173828,0.8397001,0.21422154,0.12994087,0.8334207,0.7587485
AO-A1KT,0.59739804,0.66866493,0.697042,0.27481806,0.6778065,0.40412274,0.44412148,0.23707062,0.39486554,0.76741225,0.49459684,0.3013487,0.48608288,0.3358618,0.70879024,0.5930682,0.74003834,0.8616402,0.671872,0.78460336,0.41196418,0.5828053,0.74910885,0.7902868,0.6400702,0.47209245,0.8429875,0.92278576,0.7945865,0.16096169,0.40437043,0.49516857,0.3383357,0.2256419,0.27163935,0.4231322,0.44045585,0.6156441,0.6629552,0.91081953,0.2845274,0.59811175,0.343607,0.65269315,0.3385133,0.7266838,0.6777669,0.15162747,0.3251786,0.94711244,0.4935546,0.5723098,0.37381887,0.75042355,0.9323462,0.80652136,0.75470924,0.35558063,0.35165375,0.7296761,0.45183322,0.706073,0.48980144,0.3844012,0.35889167,0.5285294,0.51338184,0.5043525,0.89277804,0.2731489,0.598515,0.69401485,0.25379226,0.7064351,0.5636941,0.2039327,0.3967017,0.54573166,0.30534586,0.43381137,0.23484012,0.65391463,0.7941518,0.76088154,0.14786988,0.20758504,0.7629553,0.2249454,0.75026953,0.8784054,0.44548503,0.14638802,0.56987214,0.17981684,0.34109342,0.13992217,0.89372003,0.35645753,0.88608325,0.41342327
AQ-A1H2,0.527612,0.16623044,0.20027822,0.49833605,0.9328613,0.819535,0.6426178,0.78537893,0.5947935,0.23986787,0.65264463,0.4852566,0.08603112,0.676037,0.07692442,0.47791523,0.13304839,0.70243204,0.83282626,0.8575953,0.3848034,0.35754433,0.11105625,0.96574736,0.08490232,0.60138804,0.8125842,0.92743,0.2903366,0.68983257,0.33779192,0.3811318,0.67520314,0.10266671,0.96390635,0.5205275,0.9275704,0.32319382,0.2713522,0.9666705,0.09128518,0.5812446,0.037127905,0.7181027,0.23144838,0.9579539,0.3849334,0.48509717,0.052159548,0.05311964,0.8027098,0.0586162,0.97761655,0.9112464,0.84957963,0.35694575,0.439218,0.45138076,0.53093827,0.6433103,0.2907641,0.79316187,0.8273182,0.28436062,0.8588712,0.92155683,0.16284506,0.91532886,0.24186933,0.64380425,0.8777852,0.95055187,0.2880421,0.888381,0.9178732,0.26400807,0.22045723,0.2797043,0.5598109,0.24319106,0.6780186,0.5745457,0.7220483,0.77443385,0.19107312,0.24114451,0.75628424,0.54739755,0.88004553,0.89969873,0.21241996,0.88576883,0.33088505,0.07918836,0.2335948,0.6370828,0.65549725,0.3778276,0.8852367,0.12467865
AR-A0TP,0.42443806,0.40792516,0.26159364,0.51482743,0.13164742,0.10514058,0.2320951,0.676212,0.3374248,0.86055,0.22922817,0.46820703,0.6099669,0.5878007,0.05627614,0.944118,0.64099807,0.049726076,0.5994531,0.4289629,0.26960713,0.052614164,0.040810615,0.42513722,0.8879397,0.9225793,0.95334214,0.15556848,0.57599753,0.6350485,0.93034405,0.31935126,0.068234004,0.34440914,0.31683022,0.08825816,0.93766636,0.95704967,0.422382,0.7319046,0.103362024,0.2731756,0.7790673,0.053554285,0.9355334,0.43694618,0.93707216,0.7631812,0.2990964,0.16622895,0.8229042,0.70668095,0.9630789,0.67221195,0.32523328,0.66368246,0.23538215,0.2730638,0.08419742,0.7878961,0.9653661,0.1895892,0.57313603,0.09595842,0.7690834,0.9391117,0.6519222,0.7687205,0.32365656,0.15225829,0.31781042,0.34785354,0.056883313,0.2396312,0.8954507,0.51151645,0.7524503,0.8512307,0.26444528,0.612329,0.7734689,0.89583635,0.59109986,0.07655556,0.68315494,0.87595505,0.8524516,0.74640507,0.22563529,0.103159994,0.65493584,0.12742469,0.6505005,0.39437228,0.5161183,0.4395323,0.41757935,0.36917236,0.09018298,0.8498666
AR-A0TS,0.24972472,0.60153717,0.35169673,0.67948693,0.12709062,0.1157262,0.8748238,0.45693257,0.8686234,0.90629345,0.09528948,0.8893636,0.48566163,0.8027865,0.182972,0.91421336,0.720683,0.10451466,0.5747564,0.56945753,0.13868216,0.58178204,0.15921426,0.8914916,0.30161697,0.46600285,0.7711868,0.20992777,0.68738323,0.620891,0.50687885,0.45251834,0.17507066,0.8493353,0.19685192,0.26884916,0.077923365,0.8041997,0.67716026,0.7403266,0.81654614,0.1632795,0.68902224,0.07183422,0.386738,0.5493843,0.9244318,0.78811884,0.75246847,0.24174124,0.61098397,0.801563,0.8715975,0.32343727,0.3650467,0.22190312,0.40928236,0.2750855,0.71347445,0.5598744,0.8197705,0.8602251,0.10275363,0.6711163,0.0777732,0.9337282,0.65651137,0.42337,0.13075303,0.2384502,0.3842022,0.27940542,0.31303287,0.7270695,0.13178167,0.113854714,0.8793828,0.27033186,0.20547128,0.34483102,0.8600398,0.5413905,0.88686544,0.31067407,0.6194106,0.54577464,0.8674926,0.79625493,0.09860027,0.21829784,0.6912522,0.611389,0.8136621,0.7505932,0.9264202,0.84884506,0.21028414,0.80247384,0.22506389,0.75843436
AR-A0TU,0.9130316,0.1863068,0.38717797,0.8584813,0.5923543,0.42074582,0.87642175,0.8980509,0.9669875,0.9626174,0.18970978,0.77382886,0.5261099,0.16532153,0.06511603,0.39126372,0.8822297,0.8592141,0.1719314,0.5977506,0.7196054,0.45302287,0.2611542,0.46771723,0.8040979,0.74935895,0.06318223,0.09096578,0.1874972,0.5193685,0.8920847,0.3072555,0.50534356,0.47453767,0.5158194,0.31175834,0.06930295,0.78241044,0.36231214,0.376053,0.22874254,0.80488056,0.20089544,0.07888838,0.66622096,0.9290317,0.7883562,0.22124192,0.17282158,0.6902777,0.085594445,0.86849904,0.83410645,0.3561225,0.45553637,0.8172058,0.35979915,0.093968056,0.055110887,0.60691744,0.7802973,0.5013314,0.7091983,0.83392775,0.13864098,0.6202738,0.74934816,0.8804325,0.25087404,0.39807278,0.165883,0.24847698,0.24247678,0.5572462,0.92633307,0.18360546,0.42559993,0.68885547,0.18409504,0.6836161,0.90011436,0.6174902,0.68908876,0.2195707,0.8230945,0.6650098,0.24753408,0.19539638,0.31566918,0.8776604,0.9006337,0.41925707,0.6368556,0.80442786,0.9405757,0.43606055,0.66545796,0.75877726,0.5717426,0.8239833
AR-A0TX,0.5727127,0.22703983,0.2958418,0.5821157,0.75918496,0.5720899,0.708373,0.77279305,0.13868666,0.06626505,0.18673666,0.3001759,0.90313804,0.8101913,0.5505548,0.61405134,0.15233919,0.1779722,0.20853114,0.249411,0.3107726,0.8521706,0.3090207,0.5957742,0.5831112,0.8932818,0.10637863,0.6150347,0.668096,0.31288353,0.32690534,0.8232755,0.70602727,0.4184994,0.87778485,0.09732069,0.48849916,0.20353507,0.6759114,0.6216229,0.69951886,0.8098022,0.87275875,0.1120573,0.79741144,0.27125534,0.43830582,0.34773427,0.73771447,0.4983681,0.5123614,0.7753594,0.23840088,0.6932526,0.8176254,0.35891414,0.33598688,0.91453075,0.7927408,0.29032782,0.9279463,0.797636,0.4850743,0.44909236,0.27979964,0.47819403,0.46016657,0.6110542,0.2060302,0.8024072,0.54900503,0.11987108,0.8185897,0.9085287,0.27107358,0.62545574,0.7426128,0.60034925,0.580357,0.29626036,0.48235318,0.066041775,0.8982488,0.36349076,0.8445721,0.15275693,0.13824084,0.95876354,0.4243428,0.054197997,0.81919116,0.2665944,0.2738164,0.34816515,0.54364645,0.83770525,0.91231155,0.15337981,0.63916755,0.7381374
AR-A0U0,0.89099973,0.9151473,0.8823882,0.95995027,0.24330026,0.652616,0.44120866,0.46093965,0.90160567,0.13184302,0.8089086,0.8688942,0.65712214,0.22350806,0.13331738,0.753818,0.59333885,0.8354451,0.4248981,0.3752572,0.44751948,0.65934503,0.62151426,0.63816714,0.6376073,0.4522302,0.07093265,0.18560056,0.10527898,0.1219865,0.9231985,0.114567354,0.13559407,0.66720694,0.6224737,0.21321219,0.637389,0.6320893,0.9527546,0.7503596,0.54131436,0.46258515,0.17766966,0.22606094,0.52272284,0.92017305,0.36256573,0.79558766,0.5139982,0.90324575,0.8271054,0.55289567,0.7252513,0.39562118,0.06654871,0.5359268,0.36633915,0.9105326,0.8186336,0.71446705,0.34495404,0.09062259,0.63166505,0.829773,0.24863967,0.94072706,0.40080512,0.7728921,0.31184125,0.6763669,0.19383962,0.1137127,0.86416185,0.7323166,0.36156094,0.03927656,0.35465622,0.07132,0.14385557,0.6121234,0.565604,0.32532477,0.9400797,0.24072242,0.16882592,0.73178643,0.22784472,0.145415,0.10704029,0.51584536,0.591469,0.8851886,0.12153557,0.94610965,0.8407159,0.9491588,0.22299224,0.6651511,0.246082,0.75973904
AR-A0U2,0.8006313,0.61335266,0.03852361,0.9831548,0.06887825,0.8332961,0.7375116,0.25579515,0.47375262,0.9058131,0.055274952,0.067579575,0.79462945,0.15760082,0.14214681,0.7816719,0.0983239,0.04152122,0.89486265,0.89237356,0.06965283,0.059606828,0.48764783,0.059261862,0.843167,0.8034307,0.199569,0.61281073,0.8405396,0.34262833,0.8634734,0.86867046,0.92019665,0.46089214,0.8197613,0.5404547,0.18672751,0.5514158,0.34881735,0.66558164,0.27413437,0.6865179,0.95959616,0.053027917,0.08831535,0.9251486,0.93657887,0.10483045,0.9002724,0.08556837,0.44195214,0.3288905,0.07814151,0.25400895,0.91000825,0.13049367,0.59246445,0.24303055,0.7408655,0.095696405,0.91147786,0.31502184,0.8234848,0.8792082,0.06900907,0.8206612,0.9113444,0.95277584,0.58002615,0.92217904,0.22413002,0.8728982,0.8379825,0.7036129,0.35464156,0.73874414,0.07424283,0.07979221,0.9371464,0.14955042,0.8184879,0.119665846,0.6971501,0.32527286,0.42971304,0.6431834,0.059110515,0.85431224,0.8619405,0.21197599,0.90484166,0.36705223,0.93068695,0.9317969,0.8161802,0.90600824,0.88215035,0.05940996,0.35121244,0.07594504
AR-A0U4,0.7892986,0.6960492,0.10058557,0.9530742,0.93981606,0.8417561,0.9161414,0.9048674,0.90296876,0.3662473,0.29873234,0.62683344,0.73846805,0.07725622,0.57913876,0.6612661,0.51394933,0.09298423,0.6565288,0.06223747,0.9125372,0.06152871,0.7424068,0.9086139,0.40922198,0.16036178,0.29144895,0.3306154,0.81789595,0.78386784,0.8339704,0.08975625,0.26974788,0.18908589,0.39671946,0.04982606,0.41417295,0.61419904,0.61071885,0.29064214,0.1009983,0.31779784,0.1851669,0.60966164,0.67140985,0.6465702,0.9045522,0.54723245,0.15671512,0.64284515,0.63402796,0.19535011,0.1690162,0.07605393,0.17314187,0.85641634,0.15700673,0.9264062,0.12841305,0.926247,0.9379375,0.81362826,0.4029091,0.09894876,0.6169817,0.16382366,0.7225504,0.9638673,0.3297789,0.8299138,0.36703253,0.19142526,0.9049305,0.23544163,0.92547184,0.81645346,0.2670267,0.20305674,0.123037085,0.80140835,0.91497195,0.054312333,0.87295175,0.70780545,0.65483516,0.22023104,0.06208669,0.80978215,0.10828976,0.41569608,0.6339502,0.18064559,0.5438037,0.8884867,0.6620536,0.931836,0.82349694,0.6401885,0.4507148,0.32352176
AR-A1AH,0.93068296,0.06178739,0.06521913,0.7128911,0.46385282,0.12159304,0.6598398,0.8787466,0.20048377,0.964923,0.49189383,0.8133682,0.5254463,0.49126017,0.15249765,0.23912416,0.85695326,0.8815236,0.114944234,0.21289809,0.68930066,0.72961783,0.2605062,0.16074127,0.79210204,0.87538254,0.2476519,0.13800058,0.06307245,0.106409006,0.961091,0.15751635,0.6204267,0.43768162,0.16629347,0.8167518,0.58083415,0.91285264,0.329659,0.289098,0.25627455,0.9616303,0.5643736,0.22866222,0.8412062,0.9137999,0.5439627,0.2878105,0.119743906,0.61741126,0.35377598,0.52050096,0.5291545,0.15409416,0.6699647,0.6787924,0.5392337,0.5338009,0.396346,0.68755496,0.45884448,0.09990013,0.32732677,0.26302293,0.45424497,0.5860668,0.8261712,0.73197615,0.36408848,0.6805639,0.33834708,0.27668208,0.024094574,0.15072437,0.7988986,0.9378064,0.9195579,0.6106809,0.53584856,0.87348527,0.68759537,0.8365839,0.42929044,0.08252412,0.9221775,0.7849424,0.3077417,0.14916983,0.35557938,0.49785596,0.9129356,0.24749006,0.46278444,0.8440845,0.7389793,0.42634195,0.5117456,0.85250604,0.696637,0.7649419
AR-A1AI,0.96572167,0.33731833,0.41437107,0.9026662,0.23868576,0.330358,0.7415118,0.78170574,0.9359582,0.67267257,0.26137924,0.71841455,0.43763995,0.062360793,0.1749686,0.77697563,0.770643,0.5636242,0.109336846,0.34721565,0.62555575,0.94919324,0.73782456,0.76051885,0.622682,0.54923975,0.061692607,0.4404909,0.10635123,0.12732594,0.8566639,0.17099099,0.5796999,0.81755865,0.23890069,0.30129686,0.39053547,0.5542095,0.49890405,0.24042451,0.24818558,0.37034446,0.20854163,0.2107497,0.5990131,0.7118133,0.80791456,0.71057427,0.26900506,0.73561734,0.5912733,0.17190337,0.9183113,0.14441168,0.2589172,0.54847074,0.79731536,0.8024958,0.7986485,0.7493796,0.88845825,0.34371522,0.12625885,0.2726038,0.7320405,0.8636387,0.64098334,0.49458665,0.07011594,0.757224,0.25219515,0.11050122,0.47481346,0.5444803,0.66622055,0.07120425,0.5312557,0.40649495,0.19342765,0.9124754,0.8108865,0.46407425,0.6421676,0.45526227,0.73726004,0.3718498,0.21183589,0.68099505,0.27253628,0.79422635,0.78180134,0.42371368,0.14364986,0.84233177,0.8377969,0.5944285,0.121762045,0.7624964,0.5286011,0.6146042
